어휘,뜻풀이
들뵊히다,들볶이다
들샘,박우물
들쌀,등쌀
들쌀,소란을 피우는 행동
들쑤석거리다,들쑤시다
들쑤석이다,들쑤시다
들쑹거리다,들썽거리다
들쑹날쑹,들쑥날쑥
들충나무,사철나무
들태,상여의 덮개를 조립하지 않은 상여의 틀
들팡,뜰
듬듬하다,무수다
듬뻑,듬뿍
등,밭둑
등게,등에
등말,등목
등말하다,목물하다
등상,살강
등서이,산등성이
등어리,등
등이,등에
등장불,등잔불
등줄뻬,등골뼈
등채기,등걸
등챙이,등걸
등치,등걸
등치,줄기
등컬,등걸
등크락,등걸
등크래기,등걸
등크럭,굵은 나무를 베어 내고 남은 그루터기
등크렁,등걸
등클,굵은 나무를 베어 내고 남은 뿌리 쪽 부분. 주로 톱으로 베어 내고 남은 것을 이른다
디,뒤
디간,뒷간
디껕,뒤꼍
디끔치,뒤꿈치
디다보다,들여다보다
디딤발이,뒤뚱발이
디똥시,뒤통수
디럽다,더럽다
디려,도리어
디려다보다,들여다보다
디면거리다,두리번거리다
디면디면,데면데면
디부둑,냇둑
디안,뒤꼍
디엄,두엄
디우다,데우다
디장,된장
디잽이,드잡이
디적이다,뒤적이다
디접다,뒤집다
디제기,두더지
디주,뒤주
디죽박죽,뒤죽박죽
디징이,약간 언덕진 넓은 공간을 이르는 말
디척거리다,뒤척거리다
디퉁수,뒤통수
디퉁시,뒤통수
디풀이,뒤풀이
딕기,듯이
딘내기,된서리
딘바람,된바람
딜다,데리다
딜이다보다,들여다보다
딤배,담배
딧간,뒷간
딩게,등겨
딩겨,등겨
딩구르다,구르다
딩굴어다니다,굴러다니다
딩기,등에
딩기다,댕기다
따개다,짜개다
따구,뺨따귀
따국질,딸꾹질
따기동아,새끼줄
따기적다,느닷없다
따기줄,새끼줄
따깡,뚜껑
따다,열다
따다,가르다
따돔따돔,아장아장
따두배채,양배추
따듬다,다듬다
따듬독,다듬잇돌
따듬방매이,다듬잇방망이
따듬이,다듬이질
따듬이질,다듬이질
따디미,다듬이
따디미독,다듬잇돌
따디미질,다듬이질
따따시,따뜻이
따따시,방아깨비
따레박,두레박
따로다,따르다
따루다,따르다
따루다,따르다
따루따루,따로따로
따르다,다르다
따름따름하다,달랑달랑하다
따리,똬리
따리다,따르다
따바리,똬리
따배리,똬리
따배이,똬리
따뱅이,똬리
따봐리,똬리
따순밥,더운밥
따울,딸기
따쩌구리,딱따구리
따치다,다치다
딱딱구리,딱따구리
딱징이,딱지
딱치기,딱지치기
딱퍼꺽질,딸꾹질
딱해다,딱하다
딴정,딴전
딸,딸기
딸개이,딸기
딸갱이,딸기
딸구,딸기
딸국,딸꾹
딸국거리다,딸꾹거리다
딸국대다,딸꾹대다
딸국딸국,딸꾹딸꾹
딸국질,딸꾹질
딸귀,딸기
딸깍,딸꾹
딸깍거리다,딸꾹거리다
딸깍대다,딸꾹대다
딸깍딸깍,딸꾹딸꾹
딸깍질,딸꾹질
딸꼭,딸꾹
딸꼭거리다,딸꾹거리다
딸꼭대다,딸꾹대다
딸꼭딸꼭,딸꾹딸꾹
딸꼭질,딸꾹질
딸뀍이,딸꾹질
딸다,따르다<DR /> 제주 지역에서는 다’로도 적는다.
딸라이,방울
딸랑딸랑하다,달랑달랑하다
딸래이,방울
딸르다,다르다
딸리다,저리다
딿다,따르다
땀떼기,땀띠<DR /> 제주 지역에서는 떼기’로도 적는다.
땀뛰기,땀띠
땅가아지,땅강아지
땅개,방아깨비
땅개비,방아깨비
땅검,땅거미
땅게미,땅거미
땅금,땅거미
땅기다,다니다
땅나귀,당나귀
땅두디지,두더지
땅띰,짐작
땅부리,땅벌
땅불,땅벌
땅붤,땅벌
땅쥐,두더지
땅찜,짐작
때,쾌
때,쾌
때거위,거위
때게우,거위
때곤때곤하다,쩌렁쩌렁하다
때까치,방아깨비
때깨칼,주머니칼
때껏,곁두리
때께오,거위
때께우,거위
때꼬,거위
때꼰하다,때꾼하다
때꼴,꽈리
때꼴,딸기
때꽁때꽁하다,점잖지 못하게 쓸데없는 말을 많이 하다
때꽃,분꽃
때꾜,거위
때꾹질,딸꾹질
때뀨,거위
때끼오,거위
때때구리,딱따구리
때때기,방아깨비
때미,때문
때옴팡,옴팡
때자국,때
때자리,때
때짜구,때
땐땐하다,딴딴하다
땟것,곁두리
땡기다,당기다
땡꼴,꽈리
땡끼,땅벌
땡끼벌,땅벌
땡바닥,땅바닥
땡보,애꾸
땡삐,땅벌
땡하다,띵하다
떠개,덮개
떠깡,뚜껑
떠께,뚜껑
떠꾹,딸꾹
떠꾹거리다,딸꾹거리다
떠꾹대다,딸꾹대다
떠꾹떠꾹,딸꾹딸꾹
떠꾹질,딸꾹질
떠다,뜨다
떠다,뜨다
떠더리,떠버리
떠들떠들하다,떠들썩하다
떠들떠들하다,떠들썩하다
떠듬이,말더듬이
떠름,따름
떠바리,똬리
떠뱅이,똬리
떡가나무,떡갈나무
떡가랑잎나무,떡갈나무
떡가래,가래떡
떡가리,떡갈나무
떡갈낭구,떡갈나무
떡과우리,광주리
떡광주리,광주리
떡대기,깍두기
떡보리,보리수
떡심,맥
떡씨루망개,시룻밑
떡씨루망그,시룻밑
떡애기,갓난아기
떤지다,던지다
떨꺽이,딸꾹질
떨껙이,딸꾹질
떨꾹,딸꾹
떨꾹거리다,딸꾹거리다
떨꾹떨꾹,딸꾹딸꾹
떨꾹이,딸꾹질
떨꾹질,딸꾹질
떨리다,털리다
떨이,오한
떰떼기,덤터기
떼기쟁이,떼쟁이
떼놈,되놈
떼똑하다,표가 나도록 우뚝하다
떼똑하다,짤막하다
떼어적,떼적
떼우적눈,거적눈
뗏놈,되놈
또,도
또강,못
또깡,뚜껑
또락,도랑
또랑,도랑
또래,때문에
또랭이,도랑
또로또로,따로따로
또로또로,따로따로
또로섬마,섬마섬마
또르또르,따로따로
또르또르,따로따로
또마,도마
또망,변소
또바라,똬리
또바리,똬리
또배리,똬리
또배이,똬리
또뱅이,똬리
또애미,똬리
또이또이,똑똑히
또쪼구,돌쩌귀
또학,초학
똑딱지,깍두기
똑때기,깍두기
똑땍이,똑똑히
똑뙥이,똑똑히
똑뙥히,똑똑히
똑띡이,똑똑히
똑바루,똑바로
똑바루하다,가지런하다
똘,도랑
똘강,도랑
똘구랑,도랑
똘물,갯물
똘배,돌배
똘창,도랑
똘캉,도랑
똥구녁,똥구멍
똥구먹,똥구멍
똥그래미,굴렁쇠
똥글하다,동글하다
똥깔보,똥갈보
똥넁,동냥
똥뒷간,뒷간
똥딧간,뒷간
똥방아,궁둥방아
똥별,별똥별
똥수깐,뒷간
똥아리,똬리
똥애미,똬리
똬바리,똬리
똬뱅이,똬리
뙈리,똬리
뙈미,똬리
뙤똑하다,표가 나도록 우뚝하다
뙤똑하다,짤막하다
뙤쟁이밭,떼밭
뙷장밭,떼밭
뚜가리,뚝배기
뚜거리,뚝배기
뚜거지,나무를 베고 남은 그루터기 둘레에 돌려난 새순
뚜깡,뚜껑
뚜껍다,두껍다
뚜껑이,뚜껑
뚜께,뚜껑
뚜께,두께
뚜꼉,뚜껑
뚜꽁,뚜껑
뚜꿍,뚜껑
뚜더지,두더지
뚜두리다,뚜드리다
뚜럴,뜰
뚜렁,두렁
뚜레,두레박
뚜레박,두레박
뚜루박,두레박
뚜룸박,두레박
뚜름박,두레박
뚜름박샘,두레우물
뚜물,진딧물
뚜바리,똬리
뚜부,두부
뚜아리,똬리
뚜와리,똬리
뚝뚝제비,수제비
뚝셍이,둑
뚝수지비,수제비
뚝제비,수제비
뚤,뜰
뚧다,뚫다
뚧다,떫다
뚧어지다,뚫리다
뚬벙,웅덩이
뚬뵈기,뜸부기
뚱굴다,둥글다
뚱그럽다,뚱그렇다
뚱깔보,똥갈보
뚱뚜이,뚱뚱이
뚱띵이,뚱뚱이
뚱벙,웅덩이
뛰,떼
뛰,뚜껑
뛰뚱발이,절름발이
뜀바꾸질,뜀박질
뜨내기,강도
뜨다,시들다
뜨들방아,디딜방아
뜨란,뜰
뜨랑,뜰
뜨랑,토방
뜨럭,뜰
뜨럭,토방
뜨럴,뜰
뜨레샘,두레우물
뜨루박,두레박
뜨루샘,두레우물
뜨룸박,두레박
뜨를,뜰
뜨물,진딧물
뜨벵이,촌뜨기
뜨북새,뜸부기
뜩랑,뜰
뜩팡,뜰
뜬물,진딧물
뜰깨,들깨
뜰땅,뜰
뜰마리,마루
뜰막,뜰
뜰보,들보
뜰부다,떫다
뜰지름,들기름
뜰짱,뜰
뜰판,뜰
뜰팡,뜰
뜰팡,토방
뜰팡돌,섬돌
뜳다,떫다
뜳다,뚫다
뜷다,뚫다
뜸메,반두
뜸메질,반두질
뜸버기,뜸부기
뜸버이기,뜸부기
뜸벅,뜸부기
뜸벅새,뜸부기
뜸보기,뜸부기
뜸부이기,뜸부기
뜸비기,뜸부기
뜸뿍,듬뿍
뜻밬이,뜻밖에
뜽바우,자가사리
띠,떼
띠기쟁이,떼쟁이
띠다,떼다
띠두렝이,띠로 엮어 만든 도롱이
띠뚝발이,절름발이
띠물,땟물
띠주렝이,띠로 엮어 만든 도롱이
띧그다,뜯기다
띰비기,뜸부기
띵기래미,동그라미
ㄹ라구,려고
ㄹ텨,ㄹ래
랬,이야기하는 시점에서 볼 때 어떤 동작이나 상태가 이미 일어났음을 나타내는 어미
리아까,리어카
리아카,리어카
마간,마구간
마다루,자루
마당고물개,주로 곡식을 그러모으거나 펼 때 사용하는 고무래
마대이,마당
마딩이,마디
마때치기,자치기
마뚝,어떤 사물이 있는 한쪽 옆이나 가장자리
마뜩찮다,마뜩잖다
마랑구,기름
마루테기,마루터기
마룩,마루
마룸,마름
마룽,마루
마르게,마름질
마르게질,마름질
마른버둠,마른버짐
마른버듬,마른버짐
마른버짐이,마른버짐
마른보짐,마른버짐
마른봄,보릿고개
마리,마루
마리방,마루방
마린버짐,마른버짐
마릿뎅이,모루
마방깐,마구간
마부간,마구간
마부리,구슬
마블리,구슬
마빼기,마빡
마시,마수
마시,모이
마실,마을<DR /> 제주 지역에서는 실’로도 적는다.
마실꾼,이웃에 놀러 다니는 사람.
마아지,망아지
마은,마흔
마음씀새,마음새
마음씨갈,마음씨
마이,많이
마장마,장마
마종,마중
마즈막,마지막
마지,망아지
마츰,마침
마투리,우수리
마팍,마빡
마향,매형
마훈,마흔
막,넉동
막가다,윷놀이에서 마지막 말이 윷판에서 출발하다
막고지,값을 정하여 모내기부터 김매기까지의 일을 해 주기로 하고 미리 받아쓰는 삯. 또는 그 일
막내동상,막내아우
막내딩이,막내둥이
막냉이,막내
막대기,꼬챙이
막대채,자치기를 할 때 쓰는 긴 막대기
막동무니,막동
막동무이,막동
막동사니,막동
막떡,개떡
만,면
만두깨,소꿉질
만지키다,만지다
만치다,만지다<DR /> 제주 지역에서는 치다’로도 적는다.
맏손구락,엄지손가락
말,마을
말,마름질
말,모
말강대,광대
말겨룸,말다툼
말구,말귀
말기다,말리다
말기다,말리다
말까시,마름
말꼬로미,물끄러미
말꼬지,말코지
말끄르미,물끄러미
말농사,말치레
말다,마르다
말때찡기미,징거미새우
말떠듬이,말더듬이
말떠딤이,말더듬이
말뚝지,말뚝
말띠,말뚝
말래,마루
말레,마루
말레이,마루
말르게질,마름질
말르다,마르다<DR /> 제주 지역에서는 르다’로도 적는다.
말르다,마르다<DR /> 제주 지역에서는 르다’로도 적는다.
말른버즘,마른버짐
말름,마름
말리다,관리하다
말마투리,말을 하다가 마저 하지 않고 남기는 말
말미하다,여가를 내다
말바다리,말벌
말바람,대풍’을 비유적으로 이르는 말
말반죽,말본새
말반찬,말거리’를 비유적으로 이르는 말
말밤,마름
말방이,마름
말번새,말본새
말볌,군말
말살스럽다,말쌀스럽다
말상우,말상
말새끼,망아지<DR /> 제주 지역에서는 새끼’로도 적는다.
말시피다,말썽을 피우다
말싸래기,입속말
말씹단추,개씹단추
말입,말적수
말잔등,말갈기
말징게미,징거미새우
말칸,마루
말푸대,말보
말풀,토끼풀
맘,재갈
맛바람,마파람
망,밭이랑
망구지,시룻밑
망근쟁이,망건쟁이
망두렁,밭둑
망새끼,망아지
망아치,망아지
망오,인분
망옷,인분
망울,멍울
망탱이,망태기
맞모지르다,대각선으로 금을 긋거나 물건을 놓다
맞보기눈,상대방의 눈을 정면으로 마주 보는 눈
맞섬,한 섬 정도의 부피
매,물때
매가꾸다,경작하다
매가리,매통
매개,마개
매굽다,냅다
매굽다,냅다
매기,밑천
매기,삯메기
매기,메기
매꼰하다,때꾼하다
매놀,마늘
매늘,마늘
매다,날아 놓은 노끈 따위로 자리를 만들다
매동가지,마디
매등가리,마디
매디,마디
매딸리다,매달리다
매란,마련
매럽다,마렵다
매롭다,마렵다
매룹다,마렵다
매밀,메밀
매방석,맷방석
매방아,맷돌
매방아,연자방아
매살스럽다,독살스럽다
매선,마상이
매손,마상이
매아리,메아리
매아지,망아지
매암,매미
매야리,메아리
매영,매형
매와,매화
매웁다,맵다
매주,메주
매찌랍다,매끄럽다
매추리,메추리
매통,맷돌
매판,짚으로 둥글고 넓적하게 결어 만든 전이 있는 방석
매향,매형
맥방석,맷방석
맥히다,막히다
맨두,만두
맨두래미,맨드라미
맨드래미,맨드라미
맨드롬하다,반드레하다
맨드름하다,반드레하다
맨드리,맨드라미
맨으로,생으로
맨자리,왕골자리
맪다,많다
맬강코,말갛다
맬구,멸구
맬깡,모두
맬끔,전부
맬끔,전부
맵짤하다,음식의 맛이 맵고 짭짤하다
맷독,맷돌
맷뱅이,맷방석
맷저,왕겨
맹개,맹감
맹글다,만들다
맹꼬이,맹꽁이
맹꼴,꼴찌
맹꾕이,맹꽁이
맹매기,송아지
맹맹이,송아지
맹이,메
맹이망,밭두둑
맽기다,맡기다
먀미,매미
머거리,부리망
머꾸리,멱서리
머녀,먼저
머뜩찮다,마뜩잖다
머루,모루
머루쇠,모루
머룻덩어리,모루
머룻돌,모룻돌
머리,머루
머리끄딩이,머리끄덩이
머리비눌,비듬
머리카랑,머리카락
머리켱,머리카락
머리타락,머리털
머리터랑,머리털
머릿가랑,봇도랑
머릿독,모룻돌
머릿돌,모룻돌
머릿둑,모룻돌
머릿디이,모루
머릿딩이,모루
머물거리다,머뭇거리다
머물머물,머뭇머뭇
머서매,사내아이
머수매,사내아이
머숨,머슴
머스마,사내아이
머스매,사내아이
머시끼,무엇
머시마,사내아이
머시매,사내아이
머시키,무엇
머심,머슴
머심놀이,호미씻이
머에,멍에
머음살이,머슴살이
머이,멍에
머이,뫼
머흘거리다,먹구렁이
먹,몫
먹,멍
먹물옷,장삼
먹보,귀머거리
먹소경,까막눈
먹지다,멍들다
먹초,토끼풀
먹통,귀머거리
먹판,벼루
먻,몫
먼데기,먼지
먼디기,먼지
먼바라기,먼산바라기
